variant,label,n_days,ann_return_pct,ann_vol_pct,sharpe,sharpe_ci_lo,sharpe_ci_hi,max_dd_pct,terminal_equity,wf_pos_count,wf_p1,wf_p2,wf_p3,wf_p4,wf_p5
V1,1/7 binary long-only,5456,9.842263920755933,7.955871506829859,0.8600269517779503,0.43204499015613135,1.295083803261468,-14.723591964826465,8.4226815552681,5,0.5081899792673363,0.5284492874974942,0.9830464568021675,1.006598646111773,1.223138050510269
V2,100% all-in long-only,5455,51.62788128350253,15.467686515387488,3.1438367486389627,2.7994819387613417,3.5425068131347515,-13.247414674711333,71381.73601671953,5,1.2419954588411968,2.125509313738575,3.788479481124136,4.276425852849899,4.435138204872597
V3,100% long/short binary,5455,101.26357332776634,22.66914763854773,4.334683195616678,3.918061227283779,4.829896962266884,-20.47126575224809,3310446491.2278457,5,1.787888790196702,3.2276840818693624,5.233935454615516,5.904626997269211,5.604746507337754
V4,100% anti-vol 20d L/S,5435,136.4139458334536,29.18898988798541,4.570694167404834,4.123341397941161,5.060367598761115,-27.125226759169884,5989467554931.084,5,2.2506636973580134,3.0725188649046005,5.373635901785012,6.847508370500569,5.7004629461459135
