asset,model,origin,u_pit
slingshots,ARIMA-t,2150,0.4106801786126209
slingshots,RW-G,2200,0.4775358843683306
slingshots,RW-t,2200,0.4781312302375811
slingshots,ARIMA-G,2200,0.5603479734140794
slingshots,ARIMA-t,2200,0.5587375209611314
slingshots,RW-G,2250,0.2464090639673044
slingshots,RW-t,2250,0.2547234313753649
slingshots,ARIMA-G,2250,0.2159192446549669
slingshots,ARIMA-t,2250,0.2256143726649107
slingshots,RW-G,2300,0.0429198095250028
slingshots,RW-t,2300,0.0590076853127355
slingshots,ARIMA-G,2300,0.0356690212366484
slingshots,ARIMA-t,2300,0.0513992024367461
slingshots,RW-G,2350,0.0736497231251461
slingshots,RW-t,2350,0.0892608313204913
slingshots,ARIMA-G,2350,0.0836917566185921
slingshots,ARIMA-t,2350,0.0989483531394359
slingshots,RW-G,2400,0.0381462364035884
slingshots,RW-t,2400,0.0534072634833817
slingshots,ARIMA-G,2400,0.0227491529763022
slingshots,ARIMA-t,2400,0.0366593673263255
slingshots,RW-G,2450,0.6025396017423844
slingshots,RW-t,2450,0.5998846405295593
slingshots,ARIMA-G,2450,0.6948068277956213
slingshots,ARIMA-t,2450,0.6892561310268652
slingshots,RW-G,2500,0.8921617772871121
slingshots,RW-t,2500,0.8783067542329298
slingshots,ARIMA-G,2500,0.9531104962332114
slingshots,ARIMA-t,2500,0.9380092016591228
slingshots,RW-G,2550,0.9057712995802
slingshots,RW-t,2550,0.8915026909848481
slingshots,ARIMA-G,2550,0.945535299204974
slingshots,ARIMA-t,2550,0.9305256099188204
slingshots,RW-G,2600,0.9884443012877492
slingshots,RW-t,2600,0.9773329925319432
slingshots,ARIMA-G,2600,0.9933047152442656
slingshots,ARIMA-t,2600,0.9840878220848354
slingshots,RW-G,2850,0.5355253865098021
slingshots,RW-t,2850,0.5347323569061615
slingshots,ARIMA-G,2850,0.6215787961228014
slingshots,ARIMA-t,2850,0.6187422208911947
slingshots,RW-G,2900,0.5433225224910668
slingshots,RW-t,2900,0.5423681618958391
slingshots,ARIMA-G,2900,0.631293851410228
slingshots,ARIMA-t,2900,0.6282509036193632
slingshots,RW-G,2950,0.5054761933518253
slingshots,RW-t,2950,0.5053582023253482
slingshots,ARIMA-G,2950,0.5874551281900385
slingshots,ARIMA-t,2950,0.5855284710318833
slingshots,RW-G,3000,0.672246803033028
slingshots,RW-t,3000,0.6681410897466605
slingshots,ARIMA-G,3000,0.7426919866415989
slingshots,ARIMA-t,3000,0.7363996946167695
slingshots,RW-G,3050,0.545712264659274
slingshots,RW-t,3050,0.5447347231279687
slingshots,ARIMA-G,3050,0.6309178492555128
slingshots,ARIMA-t,3050,0.6279756049135528
slingshots,RW-G,3100,0.5206286811525366
slingshots,RW-t,3100,0.5201914643974438
slingshots,ARIMA-G,3100,0.6081908565365975
slingshots,ARIMA-t,3100,0.6058138651928925
slingshots,RW-G,3150,0.7282590459625335
slingshots,RW-t,3150,0.7224384736350049
slingshots,ARIMA-G,3150,0.7852766524382098
slingshots,ARIMA-t,3150,0.7774651039690247
slingshots,RW-G,3200,0.7434350141440471
slingshots,RW-t,3200,0.7371506120714104
slingshots,ARIMA-G,3200,0.7972141294147791
slingshots,ARIMA-t,3200,0.7890197577869569
slingshots,RW-G,3450,0.5527468901064766
slingshots,RW-t,3450,0.5516537783864985
slingshots,ARIMA-G,3450,0.6572089973292092
slingshots,ARIMA-t,3450,0.65369865281778
slingshots,RW-G,3500,0.7067863900804042
slingshots,RW-t,3500,0.7019028630002979
slingshots,ARIMA-G,3500,0.7971627920737596
slingshots,ARIMA-t,3500,0.7892687207236453
slingshots,RW-G,3550,0.3936609521062708
slingshots,RW-t,3550,0.3959020910835625
slingshots,ARIMA-G,3550,0.4980458460323378
slingshots,ARIMA-t,3550,0.4980848699012552
slingshots,RW-G,3600,0.463013404993236
slingshots,RW-t,3600,0.463764640172479
slingshots,ARIMA-G,3600,0.569048644369214
slingshots,ARIMA-t,3600,0.56763830203668
slingshots,RW-G,3650,0.3336337152483642
slingshots,RW-t,3650,0.33739286402284
slingshots,ARIMA-G,3650,0.4059103935493347
slingshots,ARIMA-t,3650,0.4078750140899656
slingshots,RW-G,3700,0.0596717130261236
slingshots,RW-t,3700,0.0725135472349222
slingshots,ARIMA-G,3700,0.1094664017207146
slingshots,ARIMA-t,3700,0.1210161344879846
slingshots,RW-G,3750,0.2528371312645107
slingshots,RW-t,3750,0.2590217041712116
slingshots,ARIMA-G,3750,0.3136625396454813
slingshots,ARIMA-t,3750,0.3179212551745357
slingshots,RW-G,3800,0.1239012711753696
slingshots,RW-t,3800,0.1348858663218154
slingshots,ARIMA-G,3800,0.1744281795364121
slingshots,ARIMA-t,3800,0.1833636013939919
slingshots,RW-G,3850,0.1979032734982043
slingshots,RW-t,3850,0.2059706590245131
slingshots,ARIMA-G,3850,0.2042894183411341
slingshots,ARIMA-t,3850,0.2120342725755169
slingshots,RW-G,3900,0.017650445150369
slingshots,RW-t,3900,0.0279774684697706
slingshots,ARIMA-G,3900,0.0161520849694872
slingshots,ARIMA-t,3900,0.0261319396610006
slingshots,RW-G,4150,0.9167485047412554
slingshots,RW-t,4150,0.9002338757763892
slingshots,ARIMA-G,4150,0.9794823679076584
slingshots,ARIMA-t,4150,0.9647215661388324
slingshots,RW-G,4200,0.7257811839897539
slingshots,RW-t,4200,0.7183082623075343
slingshots,ARIMA-G,4200,0.846498919120551
slingshots,ARIMA-t,4200,0.8332558134735091
slingshots,RW-G,4250,0.9615180368821976
slingshots,RW-t,4250,0.9445186566336978
slingshots,ARIMA-G,4250,0.9828043192234238
slingshots,ARIMA-t,4250,0.9684030842797662
slingshots,RW-G,4300,0.4289790365078367
slingshots,RW-t,4300,0.4309626482424124
slingshots,ARIMA-G,4300,0.4837944442787483
slingshots,ARIMA-t,4300,0.4842310269209585
slingshots,RW-G,4350,0.6482790199839952
slingshots,RW-t,4350,0.6438966171780358
slingshots,ARIMA-G,4350,0.7042758267683243
slingshots,ARIMA-t,4350,0.6979215548250071
slingshots,RW-G,4400,0.7947943130606177
slingshots,RW-t,4400,0.7842690459118571
slingshots,ARIMA-G,4400,0.836817490000866
slingshots,ARIMA-t,4400,0.8243306750996081
slingshots,RW-G,4450,0.586331097475686
slingshots,RW-t,4450,0.5839220599402843
slingshots,ARIMA-G,4450,0.6428970745441273
slingshots,ARIMA-t,4450,0.638777747319043
slingshots,RW-G,4500,0.8970060584657427
slingshots,RW-t,4500,0.8812665591425355
slingshots,ARIMA-G,4500,0.9589864329103648
slingshots,ARIMA-t,4500,0.9424070980725584
slingshots,RW-G,4550,0.8015109368931896
slingshots,RW-t,4550,0.7907064691801268
slingshots,ARIMA-G,4550,0.8663962623226701
slingshots,ARIMA-t,4550,0.8524514234534866
slingshots,RW-G,4600,0.3663349914856466
slingshots,RW-t,4600,0.3701812322687724
slingshots,ARIMA-G,4600,0.42947633910782
slingshots,ARIMA-t,4600,0.4313770332239497
slingshots,RW-G,4650,0.376196961643321
slingshots,RW-t,4650,0.379726569219049
slingshots,ARIMA-G,4650,0.4437497448555449
slingshots,ARIMA-t,4650,0.4452547712514704
slingshots,RW-G,4700,0.2548202414888715
slingshots,RW-t,4700,0.26289465897204
slingshots,ARIMA-G,4700,0.3406617053776923
slingshots,ARIMA-t,4700,0.3452864250033821
slingshots,RW-G,4750,0.607838853281885
slingshots,RW-t,4750,0.6048359031980823
slingshots,ARIMA-G,4750,0.676005186612332
slingshots,ARIMA-t,4750,0.6708266564471695
slingshots,RW-G,4800,0.569227153632253
slingshots,RW-t,4800,0.5673161387711099
slingshots,ARIMA-G,4800,0.6836890080251957
slingshots,ARIMA-t,4800,0.6781618062259505
slingshots,RW-G,4850,0.5646896434227584
slingshots,RW-t,4850,0.5629078024980974
slingshots,ARIMA-G,4850,0.6582252618141636
slingshots,ARIMA-t,4850,0.6535905056546598
slingshots,RW-G,4900,0.5930591943653944
slingshots,RW-t,4900,0.5904429818916673
slingshots,ARIMA-G,4900,0.6527652349684248
slingshots,ARIMA-t,4900,0.6483122320461565
slingshots,RW-G,4950,0.542307982916477
slingshots,RW-t,4950,0.5411545095406892
slingshots,ARIMA-G,4950,0.6111955002488977
slingshots,ARIMA-t,4950,0.6080938920614785
slingshots,RW-G,5000,0.8526507417637911
slingshots,RW-t,5000,0.8392093402198044
slingshots,ARIMA-G,5000,0.899578060078764
slingshots,ARIMA-t,5000,0.8841260779064539
slingshots,RW-G,5050,0.8442182772755122
slingshots,RW-t,5050,0.8312827427964222
slingshots,ARIMA-G,5050,0.8708902450818357
slingshots,ARIMA-t,5050,0.8568493892385739
stocks,RW-G,1200,0.0034283424352125
stocks,RW-t,1200,0.004672656582311
stocks,ARIMA-G,1200,0.0026288471802904
stocks,ARIMA-t,1200,0.0037122646457691
stocks,RW-G,1250,0.0385195203311371
stocks,RW-t,1250,0.0415700244353021
stocks,ARIMA-G,1250,0.0213925181772946
stocks,ARIMA-t,1250,0.0240690569035911
stocks,RW-G,1300,0.1132879591071971
stocks,RW-t,1300,0.1161314331169034
stocks,ARIMA-G,1300,0.0586870677608078
stocks,ARIMA-t,1300,0.0618409328017407
stocks,RW-G,1350,0.4860253911046188
stocks,RW-t,1350,0.486095141989914
stocks,ARIMA-G,1350,0.3043536226620222
stocks,ARIMA-t,1350,0.305480493845659
stocks,RW-G,1400,0.4894935477733156
stocks,RW-t,1400,0.4895459696063916
stocks,ARIMA-G,1400,0.2921417792642975
stocks,ARIMA-t,1400,0.2933587320852011
stocks,RW-G,1450,0.875180532068491
stocks,RW-t,1450,0.8724427532988691
stocks,ARIMA-G,1450,0.699191098465755
stocks,ARIMA-t,1450,0.6980384117737621
stocks,RW-G,1500,0.8116300529695146
stocks,RW-t,1500,0.8095147300120882
stocks,ARIMA-G,1500,0.6113481366081284
stocks,ARIMA-t,1500,0.6107643114948307
stocks,RW-G,1550,0.702725019596372
stocks,RW-t,1550,0.70154632662856
stocks,ARIMA-G,1550,0.508643804029897
stocks,ARIMA-t,1550,0.5086006822849899
stocks,RW-G,1600,0.9461749346604338
stocks,RW-t,1600,0.9430265826528438
stocks,ARIMA-G,1600,0.848691949124232
stocks,ARIMA-t,1600,0.8462115629943388
stocks,RW-G,1650,0.8597991404791165
stocks,RW-t,1650,0.8572093375562349
stocks,ARIMA-G,1650,0.7227547577633138
stocks,ARIMA-t,1650,0.7214234679708127
stocks,RW-G,1700,0.8698379268765277
stocks,RW-t,1700,0.8671508618553252
stocks,ARIMA-G,1700,0.7346612973976903
stocks,ARIMA-t,1700,0.7332350190469737
stocks,RW-G,1750,0.8141645521272529
stocks,RW-t,1750,0.8120246401826975
stocks,ARIMA-G,1750,0.669953926870388
stocks,ARIMA-t,1750,0.6690063551947825
stocks,RW-G,1800,0.6339638366624838
stocks,RW-t,1800,0.6332463022613688
stocks,ARIMA-G,1800,0.4944003667695951
stocks,ARIMA-t,1800,0.4944282968594522
stocks,RW-G,1850,0.7959183068411839
stocks,RW-t,1850,0.7939532336501791
stocks,ARIMA-G,1850,0.6727836823823834
stocks,ARIMA-t,1850,0.6718170145435391
stocks,RW-G,1900,0.7951757290492384
stocks,RW-t,1900,0.7932176540073008
stocks,ARIMA-G,1900,0.6739975423090533
stocks,ARIMA-t,1900,0.6730226348820496
stocks,RW-G,1950,0.8187585203973295
stocks,RW-t,1950,0.8165738279509143
stocks,ARIMA-G,1950,0.7074356201429342
stocks,ARIMA-t,1950,0.7062218389613701
stocks,RW-G,2000,0.7798585919542441
stocks,RW-t,2000,0.778042524935229
stocks,ARIMA-G,2000,0.6695186544861873
stocks,ARIMA-t,2000,0.6685740063571908
stocks,RW-G,2050,0.3228477607089444
stocks,RW-t,2050,0.3238442182458771
stocks,ARIMA-G,2050,0.2387198906020216
stocks,ARIMA-t,2050,0.2403702206655284
stocks,RW-G,2100,0.2528343490039711
stocks,RW-t,2100,0.2543638693523192
stocks,ARIMA-G,2100,0.1764743643858751
stocks,ARIMA-t,2100,0.1787057806745618
stocks,RW-G,2150,0.3148148691073675
stocks,RW-t,2150,0.3158671037864023
stocks,ARIMA-G,2150,0.2309802240322374
stocks,ARIMA-t,2150,0.2326986915042107
stocks,RW-G,2200,0.4841636116051728
stocks,RW-t,2200,0.4842426734243368
stocks,ARIMA-G,2200,0.3865415892492091
stocks,ARIMA-t,2200,0.3871375795132369
stocks,RW-G,2250,0.6181971418910533
stocks,RW-t,2250,0.6175736100255336
stocks,ARIMA-G,2250,0.4979472427247468
stocks,ARIMA-t,2250,0.4979574803941159
stocks,RW-G,2300,0.9511302226330904
stocks,RW-t,2300,0.9479983757192736
stocks,ARIMA-G,2300,0.9047876434882312
stocks,ARIMA-t,2300,0.9017950807134884
stocks,RW-G,2350,0.9468923256919564
stocks,RW-t,2350,0.9437456333020028
stocks,ARIMA-G,2350,0.9038216847592564
stocks,ARIMA-t,2350,0.9008363774607466
stocks,RW-G,2400,0.9220777483743352
stocks,RW-t,2400,0.9189755949115572
stocks,ARIMA-G,2400,0.8760175943971426
stocks,ARIMA-t,2400,0.8732719550646145
stocks,RW-G,2450,0.8612681210508253
stocks,RW-t,2450,0.8586639613045485
stocks,ARIMA-G,2450,0.7885153938635565
stocks,ARIMA-t,2450,0.7866196293983223
stocks,RW-G,2500,0.4464745786389338
stocks,RW-t,2500,0.4467447094047644
stocks,ARIMA-G,2500,0.3705436414949877
stocks,ARIMA-t,2500,0.3712339158070091
stocks,RW-G,2550,0.2798307458300548
stocks,RW-t,2550,0.2811418340737824
stocks,ARIMA-G,2550,0.2248446522086112
stocks,ARIMA-t,2550,0.226618062135977
stocks,RW-G,2600,0.3239657505895501
stocks,RW-t,2600,0.3249545483889386
stocks,ARIMA-G,2600,0.2757501443125781
stocks,ARIMA-t,2600,0.2770931848584322
stocks,RW-G,2850,0.6770138800328931
stocks,RW-t,2850,0.6760183717951169
stocks,ARIMA-G,2850,0.6120255569901387
stocks,ARIMA-t,2850,0.6114378333258992
stocks,RW-G,2900,0.5158815964802539
stocks,RW-t,2900,0.5158023084891676
stocks,ARIMA-G,2900,0.4546597849165163
stocks,ARIMA-t,2900,0.4548878447880463
stocks,RW-G,2950,0.0714414378321767
stocks,RW-t,2950,0.0745715860465874
stocks,ARIMA-G,2950,0.0609131391446173
stocks,ARIMA-t,2950,0.0640665037654555
stocks,RW-G,3000,0.0045785899706082
stocks,RW-t,3000,0.0060169855668386
stocks,ARIMA-G,3000,0.0039903689060843
stocks,ARIMA-t,3000,0.0053341143247117
stocks,RW-G,3050,0.1868792984111159
stocks,RW-t,3050,0.1890090726871168
stocks,ARIMA-G,3050,0.1521284619609981
stocks,ARIMA-t,3050,0.15460072582472
stocks,RW-G,3100,0.4417305352663326
stocks,RW-t,3100,0.4420252493495634
stocks,ARIMA-G,3100,0.3831054445393786
stocks,ARIMA-t,3100,0.3837213743791812
stocks,RW-G,3150,0.8210904173694097
stocks,RW-t,3150,0.8188828993351573
stocks,ARIMA-G,3150,0.764389913113557
stocks,ARIMA-t,3150,0.7627123641413434
stocks,RW-G,3200,0.722319165400531
stocks,RW-t,3200,0.720991289638965
stocks,ARIMA-G,3200,0.6365460762013448
stocks,ARIMA-t,3200,0.6358127798547615
stocks,RW-G,3450,0.3358151891926634
stocks,RW-t,3450,0.3367243075343993
stocks,ARIMA-G,3450,0.2724808560667871
stocks,ARIMA-t,3450,0.2738497682701635
stocks,RW-G,3500,0.5018583744023188
stocks,RW-t,3500,0.5018491062036451
stocks,ARIMA-G,3500,0.4235145571092451
stocks,ARIMA-t,3500,0.4239052905626783
stocks,RW-G,3550,0.7284694477386788
stocks,RW-t,3550,0.7270929697020629
stocks,ARIMA-G,3550,0.657091761377243
stocks,ARIMA-t,3550,0.6562290616559361
stocks,RW-G,3600,0.9049822623324472
stocks,RW-t,3600,0.9019882496149634
stocks,ARIMA-G,3600,0.8595913573440881
stocks,ARIMA-t,3600,0.8570035879278641
stocks,RW-G,3650,0.6441328946965513
stocks,RW-t,3650,0.6433526570229544
stocks,ARIMA-G,3650,0.5656950421848039
stocks,ARIMA-t,3650,0.5653615177847642
stocks,RW-G,3700,0.3086941826669784
stocks,RW-t,3700,0.309789806972359
stocks,ARIMA-G,3700,0.2433320194161445
stocks,ARIMA-t,3700,0.2449423784920466
stocks,RW-G,3750,0.455410559196984
stocks,RW-t,3750,0.4556347801353119
stocks,ARIMA-G,3750,0.3896679653749487
stocks,ARIMA-t,3750,0.3902459544115803
stocks,RW-G,3800,0.4775933131535599
stocks,RW-t,3800,0.4777052938953467
stocks,ARIMA-G,3800,0.4153399472596127
stocks,ARIMA-t,3800,0.4157747439113683
stocks,RW-G,3850,0.5464794897543186
stocks,RW-t,3850,0.5462455983393644
stocks,ARIMA-G,3850,0.472906093234727
stocks,ARIMA-t,3850,0.4730416299460988
stocks,RW-G,3900,0.8421483794031297
stocks,RW-t,3900,0.8397328410815169
stocks,ARIMA-G,3900,0.7809421964374202
stocks,ARIMA-t,3900,0.7791162362786193
stocks,RW-G,4150,0.8265464681940711
stocks,RW-t,4150,0.8242853285315569
stocks,ARIMA-G,4150,0.7864172691975825
stocks,ARIMA-t,4150,0.7845409579783857
stocks,RW-G,4200,0.8075012306190968
stocks,RW-t,4200,0.8054257700218141
stocks,ARIMA-G,4200,0.7552731526300994
stocks,ARIMA-t,4200,0.753674787731442
stocks,RW-G,4250,0.7951260770957838
stocks,RW-t,4250,0.793168469623825
stocks,ARIMA-G,4250,0.7420329128094609
stocks,ARIMA-t,4250,0.7405462032529748
stocks,RW-G,4300,0.2713526370729729
stocks,RW-t,4300,0.2727305338633777
stocks,ARIMA-G,4300,0.2155654843238297
stocks,ARIMA-t,4300,0.2174234917539511
stocks,RW-G,4350,0.1026329920935732
stocks,RW-t,4350,0.1055675040131933
stocks,ARIMA-G,4350,0.0813376873321326
stocks,ARIMA-t,4350,0.084421774411827
stocks,RW-G,4400,0.3752576466922755
stocks,RW-t,4400,0.3759197476670748
stocks,ARIMA-G,4400,0.3063049083059379
stocks,ARIMA-t,4400,0.3074176831663558
stocks,RW-G,4450,0.7091282526985453
stocks,RW-t,4450,0.7079017445368567
stocks,ARIMA-G,4450,0.6603827061944564
stocks,ARIMA-t,4450,0.6594985857845017
stocks,RW-G,4500,0.9202313395737703
stocks,RW-t,4500,0.9171386948285364
stocks,ARIMA-G,4500,0.8931884409505239
stocks,ARIMA-t,4500,0.8902886938614044
stocks,RW-G,4550,0.8627859762806793
stocks,RW-t,4550,0.8601670207404305
stocks,ARIMA-G,4550,0.830747754541886
stocks,ARIMA-t,4550,0.8284451545689984
stocks,RW-G,4600,0.4543710638227147
stocks,RW-t,4600,0.4546006008552689
stocks,ARIMA-G,4600,0.3923276213995442
stocks,ARIMA-t,4600,0.392890399475003
stocks,RW-G,4650,0.2593756430161139
stocks,RW-t,4650,0.2608507094450314
stocks,ARIMA-G,4650,0.2211720428981991
stocks,ARIMA-t,4650,0.2229787228632149
stocks,RW-G,4700,0.2800094158920737
stocks,RW-t,4700,0.2813191136892193
stocks,ARIMA-G,4700,0.2381619403358434
stocks,ARIMA-t,4700,0.2398171381115978
stocks,RW-G,4750,0.3982567094035026
stocks,RW-t,4750,0.398785907635388
stocks,ARIMA-G,4750,0.3473869019405301
stocks,ARIMA-t,4750,0.348220766642527
stocks,RW-G,4800,0.7569269089201448
stocks,RW-t,4800,0.7553143184871125
stocks,ARIMA-G,4800,0.7051417877128047
stocks,ARIMA-t,4800,0.7039451534199181
stocks,RW-G,4850,0.5937301385262344
stocks,RW-t,4850,0.5932456358396838
stocks,ARIMA-G,4850,0.5361194305460993
stocks,ARIMA-t,4850,0.5359383149948653
stocks,RW-G,4900,0.7408759099420663
stocks,RW-t,4900,0.7393987675028493
stocks,ARIMA-G,4900,0.6911263930644818
stocks,ARIMA-t,4900,0.6900320518335563
stocks,RW-G,4950,0.8869480994323125
stocks,RW-t,4950,0.884102529395231
stocks,ARIMA-G,4950,0.857535100740223
stocks,ARIMA-t,4950,0.8549674893127419
stocks,RW-G,5000,0.8744163139491924
stocks,RW-t,5000,0.8716857332187986
stocks,ARIMA-G,5000,0.8446431065953375
stocks,ARIMA-t,5000,0.8422028316539489
stocks,RW-G,5050,0.9524454057874974
stocks,RW-t,5050,0.9493200728940592
stocks,ARIMA-G,5050,0.9460646097309172
stocks,ARIMA-t,5050,0.9429160229903568
sugar,RW-G,1200,0.2739451828449886
sugar,RW-t,1200,0.2795910462590056
sugar,ARIMA-G,1200,0.2697661714570735
sugar,ARIMA-t,1200,0.2759379336643104
sugar,RW-G,1250,0.3055300773058925
sugar,RW-t,1250,0.3108709480355223
sugar,ARIMA-G,1250,0.1761888930714827
sugar,ARIMA-t,1250,0.1872875189651647
sugar,RW-G,1300,0.1958946551261461
sugar,RW-t,1300,0.2057700975799102
sugar,ARIMA-G,1300,0.157992263056872
sugar,ARIMA-t,1300,0.1700928592167539
sugar,RW-G,1350,0.3603399139757104
sugar,RW-t,1350,0.3639099833853152
sugar,ARIMA-G,1350,0.2997658683721061
sugar,ARIMA-t,1350,0.3054720179651703
sugar,RW-G,1400,0.5759435287236881
sugar,RW-t,1400,0.5741203555650896
sugar,ARIMA-G,1400,0.5720803236081305
sugar,ARIMA-t,1400,0.5702876052767641
sugar,RW-G,1450,0.8171352220904061
sugar,RW-t,1450,0.8069402429129674
sugar,ARIMA-G,1450,0.8875803826449389
sugar,ARIMA-t,1450,0.8737599871017132
sugar,RW-G,1500,0.8531197478905981
sugar,RW-t,1500,0.840960323380705
sugar,ARIMA-G,1500,0.8895381505548278
sugar,ARIMA-t,1500,0.8753838634572131
sugar,RW-G,1550,0.9087720022028692
sugar,RW-t,1550,0.8945642542365014
sugar,ARIMA-G,1550,0.9303631864629784
sugar,ARIMA-t,1550,0.9151855347182056
sugar,RW-G,1600,0.7247548856666262
sugar,RW-t,1600,0.7184592099237106
sugar,ARIMA-G,1600,0.7701266130796722
sugar,ARIMA-t,1600,0.7618538421205333
sugar,RW-G,1650,0.783435632431724
sugar,RW-t,1650,0.7748908984632864
sugar,ARIMA-G,1650,0.8221125135275716
sugar,ARIMA-t,1650,0.8116006889095173
sugar,RW-G,1700,0.4668084308333076
sugar,RW-t,1700,0.4675692643219128
sugar,ARIMA-G,1700,0.4571406321133109
sugar,ARIMA-t,1700,0.4581527568269231
sugar,RW-G,1750,0.2862050961580151
sugar,RW-t,1750,0.2918923599729451
sugar,ARIMA-G,1750,0.2665216250210674
sugar,ARIMA-t,1750,0.2730785544152725
sugar,RW-G,1800,0.1132816609833882
sugar,RW-t,1800,0.1260110526946828
sugar,ARIMA-G,1800,0.0754672155113877
sugar,ARIMA-t,1800,0.0898513443161936
sugar,RW-G,1850,0.0144814382026771
sugar,RW-t,1850,0.025812686176025
sugar,ARIMA-G,1850,0.0094943600115427
sugar,ARIMA-t,1850,0.0197544139154099
sugar,RW-G,1900,0.0535166853820066
sugar,RW-t,1900,0.068002411750231
sugar,ARIMA-G,1900,0.0272854396898517
sugar,ARIMA-t,1900,0.0411004252004089
sugar,RW-G,1950,0.2064246490234568
sugar,RW-t,1950,0.2151773236097795
sugar,ARIMA-G,1950,0.1694130238296772
sugar,ARIMA-t,1950,0.1800086097611559
sugar,RW-G,2000,0.2111042884856687
sugar,RW-t,2000,0.219520637948967
sugar,ARIMA-G,2000,0.1401006687802918
sugar,ARIMA-t,2000,0.1518452315452599
sugar,RW-G,2050,0.1358686585341246
sugar,RW-t,2050,0.1473838370807416
sugar,ARIMA-G,2050,0.0767166021237185
sugar,ARIMA-t,2050,0.0907461243014256
sugar,RW-G,2100,0.2870106698853545
sugar,RW-t,2100,0.2925427746592101
sugar,ARIMA-G,2100,0.181705081315072
sugar,ARIMA-t,2100,0.1915207779410007
sugar,RW-G,2150,0.2469705074907176
sugar,RW-t,2150,0.2540413532520066
sugar,ARIMA-G,2150,0.1802170785349237
sugar,ARIMA-t,2150,0.1902413718372439
sugar,RW-G,2200,0.497238690813917
sugar,RW-t,2200,0.4972993587742121
sugar,ARIMA-G,2200,0.4248629025332763
sugar,ARIMA-t,2200,0.4265941061843684
sugar,RW-G,2250,0.4655249710874848
sugar,RW-t,2250,0.4663014571290111
sugar,ARIMA-G,2250,0.3651322538140963
sugar,ARIMA-t,2250,0.3684345929412148
sugar,RW-G,2300,0.3322702759458636
sugar,RW-t,2300,0.3363693172691571
sugar,ARIMA-G,2300,0.2121167091481733
sugar,ARIMA-t,2300,0.2205370246455652
sugar,RW-G,2350,0.1626744340061788
sugar,RW-t,2350,0.1730335003707028
sugar,ARIMA-G,2350,0.0631474500913559
sugar,ARIMA-t,2350,0.0772034268355757
sugar,RW-G,2400,0.0763952074528934
sugar,RW-t,2400,0.0898181037700754
sugar,ARIMA-G,2400,0.0315894470358891
sugar,ARIMA-t,2400,0.0447937879504099
sugar,RW-G,2450,0.256040259872942
sugar,RW-t,2450,0.2624396441092474
sugar,ARIMA-G,2450,0.1403990679090608
sugar,ARIMA-t,2450,0.1515497781353679
sugar,RW-G,2500,0.7442157924143361
sugar,RW-t,2500,0.7379460273364014
sugar,ARIMA-G,2500,0.7070425900085664
sugar,ARIMA-t,2500,0.7019102343002621
sugar,RW-G,2550,0.8636981842445133
sugar,RW-t,2550,0.8530213302549519
sugar,ARIMA-G,2550,0.8421246382757117
sugar,ARIMA-t,2550,0.8321274417536426
sugar,RW-G,2600,0.9050017679371484
sugar,RW-t,2600,0.8929633157269227
sugar,ARIMA-G,2600,0.8841558929091174
sugar,ARIMA-t,2600,0.8725990946738937
sugar,RW-G,2850,0.6738145255345679
sugar,RW-t,2850,0.669976140914265
sugar,ARIMA-G,2850,0.6221174955119901
sugar,ARIMA-t,2850,0.6195063510649151
sugar,RW-G,2900,0.4308593312988318
sugar,RW-t,2900,0.43223743319973
sugar,ARIMA-G,2900,0.3776079707552546
sugar,ARIMA-t,2900,0.3802063995027218
sugar,RW-G,2950,0.5676229621117698
sugar,RW-t,2950,0.566271479341762
sugar,ARIMA-G,2950,0.5181583733468563
sugar,ARIMA-t,2950,0.5177928647953502
sugar,RW-G,3000,0.6412119720727141
sugar,RW-t,3000,0.6382178535062883
sugar,ARIMA-G,3000,0.5919226592329518
sugar,ARIMA-t,3000,0.5900127289363191
sugar,RW-G,3050,0.7544527520446404
sugar,RW-t,3050,0.7481931410565601
sugar,ARIMA-G,3050,0.722627262197456
sugar,ARIMA-t,3050,0.7172648284379359
sugar,RW-G,3100,0.899262320143976
sugar,RW-t,3100,0.8875858017659879
sugar,ARIMA-G,3100,0.8824303588348539
sugar,ARIMA-t,3100,0.8710736835330516
sugar,RW-G,3150,0.953958262691179
sugar,RW-t,3150,0.9413204577537088
sugar,ARIMA-G,3150,0.94836048756909
sugar,ARIMA-t,3150,0.9353621377370862
sugar,RW-G,3200,0.9837057249236608
sugar,RW-t,3200,0.9731834697816012
sugar,ARIMA-G,3200,0.9821454703077552
sugar,ARIMA-t,3200,0.9710966651831914
sugar,RW-G,3450,0.6785454873897817
sugar,RW-t,3450,0.6744870671790295
sugar,ARIMA-G,3450,0.6955246651465327
sugar,ARIMA-t,3450,0.6908836222032588
sugar,RW-G,3500,0.7141955538893828
sugar,RW-t,3500,0.7091401479395572
sugar,ARIMA-G,3500,0.7352175048996729
sugar,ARIMA-t,3500,0.7293766364383663
sugar,RW-G,3550,0.5258709026020019
sugar,RW-t,3550,0.525351506545806
sugar,ARIMA-G,3550,0.5285734080322247
sugar,ARIMA-t,3550,0.5279867440600563
sugar,RW-G,3600,0.5197631587370388
sugar,RW-t,3600,0.5193640420969209
sugar,ARIMA-G,3600,0.5259633096063513
sugar,ARIMA-t,3600,0.5254271418000218
sugar,RW-G,3650,0.2973277410203304
sugar,RW-t,3650,0.3020921879045189
sugar,ARIMA-G,3650,0.2614583825470242
